1583172|24823|30-11-1993|Plantae|MAGNOLIOPHYTA|Magnoliopsida|Polygalales|Malpighiaceae|Stigmaphyllon||Stigmaphyllon lindenianum|Martinez|14048|10.91388889|-84.76805633|Cano Negro; La Chompipera, Finca la Flor camino al Aserradero.|Bejuco creciendo en tacotal. Botones florales amarillos, flores amarillas. |1195.32
2922787|25217|15-06-1989|Plantae|MAGNOLIOPHYTA|Magnoliopsida|Myrtales|Melastomataceae|Miconia||Miconia nervosa|INBio|14562|11.03333333|-85.40000019|Estacion Pitilla, alrededores. - M.M. Chavarria, B. Hammel & Q. Jimenez|Arbusto. Hojas verdes. Flores de petalosblancos, caliz amarillo. |7272.64
